denial_reason_1,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,loan_term,property_value,occupancy_type,applicant_age,income
10,3,0,7,4,1,1,65000,4.25,12,85000,3,5,125.2476928
10,3,2,6,2,1,1,105000,4.949534551,360,450057.0659,1,2,21
10,3,4,2,1,1,32,405000,5,360,2805000,3,4,41
10,3,4,5,1,1,1,225000,4.949534551,325.5368732,450057.0659,1,7,115
10,3,2,5,2,1,1,205000,4.25,360,255000,1,1,36
10,3,2,5,1,1,1,225000,4.125,360,245000,1,0,76
10,3,4,2,2,1,1,485000,4.949534551,360,450057.0659,1,0,112
10,3,4,5,1,1,1,345000,3.375,360,385000,2,4,160
10,3,0,7,4,3,1,225000,7,360,225000,1,5,125.2476928
10,3,4,3,1,1,32,265000,4.949534551,360,450057.0659,1,0,84
10,3,4,5,2,1,31,85000,3.375,360,285000,1,7,28
10,3,0,7,4,1,1,1285000,4.25,360,1615000,1,5,125.2476928
10,3,4,5,3,1,31,35000,4.949534551,360,450057.0659,1,7,24
10,3,4,5,1,1,1,185000,4.75,360,195000,1,0,70
10,3,0,6,2,1,32,95000,2.15,120,375000,1,3,96
10,3,4,5,1,3,1,315000,4.99,360,325000,1,0,217
10,3,4,5,2,1,32,85000,4.949534551,360,450057.0659,1,7,23
10,3,0,6,3,1,1,605000,4.949534551,180,450057.0659,1,2,251
10,3,0,6,3,1,32,215000,4.949534551,360,450057.0659,1,4,60
10,3,4,2,2,1,1,345000,3.375,360,475000,1,0,74
10,3,2,5,1,1,32,275000,3.25,360,425000,1,0,66
10,3,4,5,1,2,32,75000,3.75,360,105000,1,1,37
10,3,4,5,1,2,31,175000,4.949534551,360,450057.0659,1,1,72
10,3,4,5,1,1,32,225000,5.99,360,835000,1,0,135
10,3,4,5,1,1,32,175000,4.75,360,235000,3,1,205
10,2,4,5,1,2,1,135000,6.25,360,145000,1,0,85
10,3,4,5,2,1,31,105000,3.25,360,135000,1,3,43
10,3,4,5,1,1,1,365000,3.875,360,405000,1,6,60
10,3,0,6,1,1,32,405000,3.625,360,585000,1,2,128
10,3,2,5,1,2,1,285000,5,360,295000,1,0,76
10,3,4,5,1,3,1,355000,4.125,360,315000,1,3,160
10,3,4,5,1,1,2,45000,6.24,120,395000,1,0,70
10,3,0,6,3,1,1,335000,3.75,360,365000,1,0,104
10,3,4,5,1,3,1,235000,5.125,360,225000,1,0,58
10,3,4,5,1,1,4,25000,7,360,365000,1,2,72
4,3,4,6,2,1,32,35000,4.949534551,360,355000,1,0,27
10,3,4,3,1,2,1,395000,7.125,360,405000,1,3,105
10,3,4,5,1,2,4,385000,6.435,325.5368732,685000,1,7,3
10,3,2,6,1,2,1,555000,5.75,360,565000,1,6,135
10,3,4,5,2,3,1,355000,4.5,360,355000,1,0,77
10,3,4,5,1,1,1,45000,4.949534551,360,450057.0659,1,0,31
10,3,2,5,1,2,1,235000,5.875,360,235000,1,0,105
10,3,0,6,1,3,1,265000,4.49,360,265000,1,0,53
10,3,4,3,2,3,1,215000,6.75,360,215000,1,2,76
10,3,2,5,3,1,32,605000,4.949534551,360,450057.0659,1,2,89
10,3,4,5,1,1,1,425000,5.75,360,425000,1,1,99
6,3,0,6,3,1,1,3005000,4.949534551,360,4005000,1,2,125.2476928
10,3,2,5,2,1,1,455000,3.875,360,615000,1,3,71
10,3,0,6,2,1,1,1335000,8.75,360,1575000,1,0,568
10,3,0,7,4,1,1,175000,6.17,60,245000,3,5,125.2476928
10,3,2,5,1,1,1,165000,6.875,360,195000,1,1,83
10,3,4,5,1,1,1,205000,4.625,360,225000,1,0,137
10,3,4,5,1,1,31,395000,4.949534551,360,450057.0659,1,3,170
3,3,0,6,3,1,1,225000,4.949534551,360,235000,1,0,68
10,3,4,5,2,1,1,115000,5.375,360,335000,1,7,52
10,3,4,5,1,1,1,405000,4.75,360,615000,1,0,114
9,3,4,5,1,2,32,435000,4.949534551,360,585000,1,2,182
10,3,4,5,2,1,32,35000,3.25,180,375000,1,7,78
10,3,4,5,1,1,31,205000,4.25,180,615000,1,7,117
10,3,0,7,4,1,1,135000,6.25,120,185000,3,5,125.2476928
10,3,0,6,3,1,1,545000,4.949534551,360,450057.0659,1,1,120
10,3,4,5,2,1,1,295000,7.5,480,375000,3,3,0
10,3,4,5,2,1,1,295000,5.625,360,315000,1,0,129
7,3,4,5,1,3,32,155000,4.949534551,240,255000,1,4,90
10,3,4,5,2,1,1,145000,5.25,360,155000,1,0,42
1,2,3,1,1,2,1,175000,4.949534551,360,175000,1,3,65
10,3,2,5,1,3,1,645000,4.949534551,360,450057.0659,1,4,100
10,3,4,2,3,2,32,355000,4.949534551,360,450057.0659,1,2,78
10,3,0,7,4,3,1,315000,6.375,360,315000,1,5,125.2476928
10,3,4,5,2,1,32,355000,6.125,360,535000,3,3,134
10,3,4,5,1,3,1,565000,5.75,360,745000,1,1,147
10,3,0,6,3,1,1,325000,6,360,465000,1,0,123
10,3,0,7,4,1,1,555000,6.25,60,725000,3,5,125.2476928
10,3,4,5,1,2,1,375000,4,360,385000,1,1,153
10,3,4,5,1,1,1,295000,4.75,360,405000,1,1,67
10,3,2,6,1,1,32,415000,4.949534551,360,450057.0659,1,2,126
1,3,4,3,2,2,32,425000,4.949534551,360,605000,1,2,41
10,3,4,5,1,1,1,175000,4.949534551,360,450057.0659,1,6,67
10,3,4,5,2,1,32,225000,4.949534551,360,450057.0659,1,4,16
10,2,4,5,1,2,32,75000,6.775,325.5368732,185000,1,4,28
10,3,4,1,1,3,32,115000,3.625,360,205000,1,4,23
10,3,4,2,1,1,1,305000,5.5,360,355000,1,2,93
10,3,0,5,2,1,1,455000,3.375,180,655000,1,1,101
10,3,4,5,1,1,1,345000,3.125,180,475000,1,4,88
10,3,0,6,1,1,32,205000,4.949534551,180,450057.0659,1,3,85
10,3,4,5,1,1,1,445000,6,360,495000,1,0,129
10,3,0,7,4,1,1,305000,6.375,360,325000,1,5,125.2476928
10,3,4,2,1,1,1,425000,5.99,360,575000,3,2,185
10,3,4,5,1,1,1,275000,3.625,360,285000,1,0,139
10,3,4,5,2,1,1,605000,4.99,360,1405000,1,7,208
10,3,2,5,1,2,1,295000,4.949534551,360,450057.0659,1,0,61
10,3,4,5,1,3,1,675000,5.5,360,695000,1,0,110
10,3,4,5,1,1,1,155000,3.25,360,165000,1,6,44
3,3,0,6,3,1,32,245000,4.949534551,360,505000,1,0,54
10,3,4,5,1,2,32,305000,5.25,360,375000,1,1,157
10,3,0,6,3,1,1,335000,3.875,360,695000,3,4,197
10,3,4,5,1,1,32,255000,5.75,360,395000,1,1,56
10,3,0,6,3,1,32,225000,4.949534551,240,450057.0659,1,1,71
10,3,2,5,2,1,1,635000,3.25,360,755000,1,1,144
10,3,3,5,1,1,2,75000,3.49,60,285000,1,2,197
10,3,4,5,1,1,1,165000,4.375,360,225000,3,1,121
10,3,4,3,1,2,1,405000,5.75,360,415000,1,5,125.2476928
10,3,2,5,1,1,1,415000,4.949534551,360,450057.0659,1,0,120
10,3,4,5,1,1,2,45000,5.375,180,125000,1,1,65
10,3,4,5,2,1,2,85000,5.5,300,785000,1,4,84
4,3,4,5,2,1,1,345000,4.949534551,360,695000,1,1,107
10,3,2,2,1,1,1,435000,4,360,455000,1,0,110
10,3,4,5,1,1,1,385000,7,372,485000,1,1,151
10,3,0,6,3,1,1,645000,5.875,360,725000,1,1,210
10,3,4,6,2,2,1,395000,4.949534551,360,450057.0659,1,0,155
10,3,4,5,1,3,1,295000,3.125,360,495000,1,4,134
10,3,2,5,1,2,1,325000,4.99,360,335000,1,0,116
10,3,2,5,1,1,1,95000,3.75,360,115000,1,3,40
10,3,4,5,1,1,32,45000,4.675,120,105000,1,2,47
10,3,4,5,2,1,32,445000,3.375,360,645000,1,2,78
10,3,4,5,1,4,1,225000,3.75,360,225000,1,1,63
10,3,4,5,2,1,1,65000,5.625,360,75000,1,2,58
10,3,0,5,1,1,2,255000,3.65,180,1225000,1,1,196
10,3,4,2,1,1,1,475000,6.875,360,505000,1,3,91
10,2,4,5,1,2,1,205000,4.949534551,360,450057.0659,1,2,62
10,3,4,5,2,2,1,225000,6.25,360,275000,1,2,71
10,3,4,5,1,2,1,205000,3.625,360,205000,1,0,42
10,3,4,5,2,1,1,275000,5.875,360,375000,1,4,225
10,3,4,5,2,1,32,345000,4.949534551,360,450057.0659,1,2,102
10,3,4,5,2,1,1,215000,4.949534551,360,450057.0659,1,2,75
10,3,0,6,1,1,1,285000,6.25,360,335000,3,2,439
3,3,4,5,1,1,32,465000,4.949534551,360,605000,1,7,96
10,3,0,7,4,1,1,385000,4.99,360,475000,1,5,125.2476928
10,3,4,5,1,1,1,535000,7,360,595000,1,2,598
10,3,4,5,2,1,1,215000,6.125,360,215000,1,0,102
3,3,2,1,2,1,32,235000,4.949534551,360,425000,1,4,54
10,3,0,7,4,1,1,215000,5.75,120,285000,3,5,125.2476928
10,3,0,7,4,1,1,605000,6.75,360,655000,1,5,125.2476928
10,3,4,2,1,1,1,505000,4.949534551,360,450057.0659,1,0,181
10,3,2,5,1,1,1,165000,5.125,360,175000,1,6,33
10,3,0,7,4,2,1,95000,6.75,360,95000,1,5,125.2476928
10,2,4,2,1,1,32,215000,4.949534551,240,450057.0659,1,2,59
10,3,3,5,2,1,1,355000,7.125,360,435000,1,1,160
10,3,3,5,2,1,1,375000,3.75,360,435000,1,6,162
10,3,4,5,1,1,1,445000,4.75,360,555000,1,7,71
10,3,0,6,2,1,1,605000,4.949534551,360,450057.0659,1,2,109
10,3,3,5,1,1,32,195000,4.5,360,265000,1,1,196
10,3,4,3,2,1,1,145000,5.375,360,175000,1,1,86
10,3,4,5,1,1,1,215000,5.125,360,245000,1,0,83
10,3,4,5,2,1,1,75000,4.625,360,85000,1,3,28
10,3,2,5,2,3,1,115000,5.125,360,115000,1,6,35
10,3,0,5,2,1,2,105000,5.2,180,785000,1,0,99
10,3,4,5,1,2,31,385000,5.875,360,555000,1,1,77
4,3,3,5,2,1,1,95000,4.949534551,360,125000,1,0,81
10,3,4,5,2,1,1,85000,6.375,360,115000,1,3,72
10,3,2,5,1,2,1,185000,3.5,360,195000,1,0,43
10,3,4,3,1,1,32,275000,4.949534551,360,450057.0659,1,4,108
10,3,2,5,1,1,32,245000,4.949534551,180,450057.0659,1,2,50
2,3,2,6,2,3,1,85000,4.949534551,360,85000,1,0,22
10,3,4,5,1,1,1,145000,5.5,360,145000,1,1,40
10,3,4,5,2,1,1,265000,4.949534551,360,450057.0659,1,1,91
1,3,4,3,2,2,1,85000,4.949534551,360,85000,1,6,10
10,3,3,5,2,1,1,285000,3.875,360,475000,3,1,620
10,3,4,5,2,1,1,475000,5.5,360,505000,1,0,215
10,3,2,5,2,3,1,395000,5.75,360,385000,1,0,75
10,3,4,5,2,1,32,85000,6.5,240,305000,1,0,89
10,3,2,5,1,3,1,245000,4.75,360,245000,1,1,58
10,3,4,3,2,1,32,185000,5.25,360,305000,1,2,40
10,3,0,6,2,2,1,315000,4.125,360,325000,1,2,58
10,3,4,5,2,2,32,285000,5.125,360,355000,1,1,62
10,3,0,6,3,1,32,345000,3.875,360,535000,1,2,58
10,3,4,5,1,1,1,285000,5.49,360,595000,1,1,135
10,3,0,7,4,3,1,365000,7.125,360,365000,1,5,125.2476928
10,3,2,6,1,1,1,505000,6.125,360,535000,1,2,132
10,3,4,5,2,1,32,165000,4.949534551,360,450057.0659,1,3,41
10,3,0,6,3,1,1,285000,4,360,355000,1,0,110
10,3,4,5,2,1,1,225000,6.125,360,425000,2,7,206
10,3,2,5,1,2,1,545000,5.625,360,555000,1,1,108
10,3,4,5,1,2,32,295000,4.949534551,360,450057.0659,1,1,115
10,3,4,5,1,1,32,345000,3.25,360,1365000,1,3,89
10,3,4,5,2,1,2,125000,4.949534551,180,450057.0659,1,3,125.2476928
10,3,4,5,1,1,2,35000,2.5,120,495000,1,0,194
10,3,2,6,2,2,1,215000,5.125,360,225000,1,2,53
10,3,4,5,2,2,1,95000,4.949534551,360,450057.0659,1,2,41
10,3,4,5,1,1,1,165000,4.75,360,235000,1,0,75
10,3,4,5,1,1,1,255000,6.265,360,265000,1,0,98
10,3,4,5,2,1,2,45000,4.949534551,120,450057.0659,1,7,36
10,3,0,7,4,2,32,295000,7,360,465000,1,5,125.2476928
10,2,0,6,3,2,1,125000,5.25,360,135000,1,0,37
10,3,4,5,2,1,2,105000,6.74,300,485000,1,3,88
10,3,4,5,1,1,1,345000,4.875,360,385000,1,0,77
10,2,4,5,2,1,1,65000,6.25,300,75000,1,2,71
10,3,4,5,2,1,32,165000,4.949534551,360,450057.0659,1,3,105
10,3,4,3,1,1,1,145000,3.875,360,155000,1,1,69
10,3,2,5,1,1,1,355000,2.625,360,445000,2,1,201
10,3,2,5,2,1,1,415000,4.949534551,360,450057.0659,1,2,61
10,3,4,5,2,1,1,605000,4.949534551,360,450057.0659,1,3,276
10,3,4,5,1,2,31,215000,3.64,325.5368732,405000,1,7,34
10,3,4,2,2,1,32,325000,3.625,360,445000,1,3,56
10,3,4,5,1,1,32,125000,3.99,180,165000,1,6,76
3,3,4,3,3,1,31,375000,4.949534551,360,485000,1,3,125
3,3,4,5,1,1,32,85000,4.949534551,325.5368732,205000,1,4,56
10,3,4,5,1,1,1,395000,4.375,360,445000,1,0,63
10,3,4,5,1,1,2,25000,5.75,120,215000,1,6,72
10,3,4,5,2,1,1,195000,5.625,360,215000,1,0,85
10,3,0,6,3,1,1,505000,3.625,360,625000,1,6,1389
10,3,0,7,4,1,1,425000,5.375,360,475000,1,5,125.2476928
10,3,4,3,1,1,1,195000,6.875,360,205000,1,0,45
10,3,2,5,1,1,32,255000,3.75,360,1455000,1,3,54
10,3,4,3,2,2,1,275000,4.949534551,360,450057.0659,1,2,89
4,3,2,5,1,1,31,1485000,4.949534551,360,1855000,3,0,0
10,3,4,5,1,1,32,25000,3,180,365000,1,3,135
10,3,0,6,2,1,1,155000,6.875,360,165000,1,1,116
10,3,4,5,1,1,31,235000,3.375,360,375000,1,1,46
10,3,4,5,1,1,32,385000,3.125,180,475000,1,2,277
10,3,0,6,1,1,32,425000,2.49,180,725000,1,1,208
10,3,4,5,2,2,31,205000,3.035,325.5368732,395000,1,7,23
10,3,4,5,1,1,1,805000,4.949534551,360,450057.0659,1,2,434
10,3,4,2,1,1,31,335000,4.949534551,360,450057.0659,1,1,110
10,3,4,5,2,1,31,455000,4.949534551,360,450057.0659,1,3,113
10,3,0,6,1,1,1,405000,7.625,360,545000,1,4,189
10,3,4,5,1,1,31,45000,4.5,120,125000,1,0,40
10,3,4,5,1,1,32,495000,4,360,615000,1,3,176
10,3,4,2,2,1,1,185000,3.375,360,195000,1,1,44
10,3,2,6,2,1,1,635000,4.75,360,725000,1,0,109
10,3,0,6,3,1,32,205000,5.375,360,255000,1,1,115
10,3,4,5,1,1,1,135000,5.25,360,135000,1,0,41
10,3,4,2,1,1,32,1505000,4.949534551,360,450057.0659,1,1,597
10,3,3,5,1,1,32,55000,4.949534551,180,450057.0659,1,0,127
10,3,0,6,3,2,32,375000,3.625,360,465000,1,2,80
10,3,2,5,1,3,1,255000,4.949534551,360,450057.0659,1,6,39
10,3,4,5,1,1,1,185000,5.75,360,195000,1,1,71
10,3,0,6,3,2,1,355000,4.949534551,360,450057.0659,1,0,122
10,3,4,5,2,1,2,15000,6,120,165000,1,3,81
10,3,0,6,1,1,1,385000,4.949534551,360,450057.0659,1,0,140
10,3,4,5,1,3,1,335000,5.625,360,335000,1,0,96
10,3,4,5,2,1,2,365000,6.19,300,1475000,1,1,444
10,3,2,5,2,1,1,215000,3.25,360,225000,1,2,29
10,2,2,6,1,1,1,115000,7.6,240,295000,1,1,115
10,3,0,6,1,3,32,415000,4.25,360,585000,1,4,62
1,3,4,5,2,1,31,155000,4.949534551,360,305000,1,2,36
4,3,4,5,1,1,1,185000,4.949534551,360,235000,1,2,65
10,3,4,43,2,2,1,395000,3.625,360,405000,1,0,80
1,3,3,5,1,3,1,155000,4.949534551,360,155000,1,0,46
10,3,3,5,1,1,31,225000,4.949534551,360,450057.0659,1,1,62
10,3,4,5,1,1,1,185000,4.625,360,255000,3,1,-26
10,3,4,2,1,1,31,35000,4.949534551,120,450057.0659,1,1,667
10,3,4,5,2,1,1,255000,4.25,360,265000,1,2,72
10,3,4,5,1,1,1,105000,4.5,300,155000,3,1,107
10,3,4,5,2,2,1,105000,5.75,360,105000,1,3,75
10,3,4,3,2,1,32,105000,4.375,360,135000,3,2,152
10,3,4,5,2,1,1,125000,4.75,180,165000,1,1,331
10,3,4,5,1,2,1,175000,6,360,185000,1,1,76
10,3,4,5,1,3,32,215000,4.949534551,360,450057.0659,1,2,78
10,3,2,5,1,1,31,205000,3.875,360,295000,1,3,107
10,3,0,6,3,1,31,155000,4.949534551,120,450057.0659,1,2,115
10,3,4,5,1,1,1,445000,5.625,360,475000,1,1,151
10,3,4,5,2,1,1,545000,4.25,360,565000,1,1,187
10,3,4,5,1,1,32,305000,4.949534551,360,450057.0659,1,3,62
10,3,0,6,1,1,1,155000,4.949534551,180,450057.0659,1,3,44
10,3,4,5,1,3,1,375000,5.5,360,395000,1,3,107
9,3,2,1,2,1,1,15000,4.949534551,325.5368732,135000,1,7,60
10,3,4,5,1,1,1,445000,4.949534551,360,450057.0659,1,1,103
10,3,4,2,1,1,1,895000,5.375,360,2245000,1,4,447
10,3,4,5,1,1,32,705000,4.949534551,360,450057.0659,1,2,66
10,3,4,5,2,1,1,255000,2.99,360,285000,1,0,99
10,3,4,5,1,1,32,45000,6.25,240,325000,1,3,112
10,3,4,3,2,1,32,255000,4.949534551,360,450057.0659,1,4,38
10,3,2,6,1,1,32,55000,4.949534551,360,450057.0659,1,7,125.2476928
10,3,4,2,1,1,1,485000,4.999,360,605000,3,2,0
10,3,4,5,2,1,1,215000,5.875,360,285000,1,7,62
10,3,2,5,1,2,32,285000,4.645,325.5368732,505000,1,7,25
10,3,4,5,1,1,31,535000,4.949534551,240,450057.0659,1,0,375
10,3,2,5,1,2,32,145000,4.949534551,360,450057.0659,1,1,52
10,3,4,2,1,1,1,365000,5.5,360,575000,1,1,164
10,3,4,5,1,1,1,345000,2.99,360,405000,1,6,66
10,3,4,5,2,1,1,235000,6.125,360,255000,1,0,124
10,3,4,5,1,1,1,195000,6,240,225000,1,0,188
10,3,2,5,1,1,1,235000,4.75,360,245000,1,1,46
10,3,2,5,2,2,32,125000,4.949534551,360,450057.0659,1,0,40
10,3,3,5,1,1,31,435000,5.75,240,845000,1,2,133
10,3,3,5,1,1,1,325000,6.5,360,345000,1,0,111
10,3,4,5,1,1,1,545000,4.949534551,360,450057.0659,1,3,200
10,3,4,2,2,1,1,255000,5.875,360,365000,3,3,95
10,3,4,5,2,1,1,5000,4.949534551,360,165000,1,3,15
10,3,3,5,2,3,1,585000,6.625,360,585000,1,1,255
10,3,3,5,1,3,32,535000,2.99,360,745000,1,2,277
10,3,4,5,1,1,31,105000,4.99,180,155000,1,2,97
10,3,4,5,1,1,1,295000,3.125,360,345000,1,0,92
10,3,4,5,1,1,1,335000,7.44,370,355000,1,1,82
10,3,4,5,1,1,1,325000,3,360,405000,1,2,107
10,3,4,5,2,1,1,415000,5.125,360,435000,1,0,135
10,3,4,5,1,1,31,105000,3.99,180,415000,1,3,228
10,3,0,6,1,1,32,245000,5.25,360,445000,1,4,97
10,3,0,6,3,3,1,735000,4.949534551,360,450057.0659,1,1,128
10,3,4,5,1,2,1,215000,4.949534551,360,450057.0659,1,0,53
10,3,4,5,1,1,1,195000,6,360,265000,1,3,96
10,3,4,5,1,3,1,375000,4.949534551,360,450057.0659,1,4,84
10,3,0,7,4,3,1,425000,3.99,360,415000,1,5,125.2476928
3,3,4,5,1,1,31,225000,4.949534551,360,295000,1,0,160
10,3,0,6,3,1,31,285000,3.75,240,485000,1,3,129
10,3,4,5,1,1,32,295000,5.625,360,365000,1,1,103
10,3,4,5,2,2,1,115000,5.25,360,125000,1,6,57
10,3,3,5,2,1,1,665000,6.875,360,705000,1,0,320
10,3,4,21,1,1,1,555000,5.5,360,685000,1,0,342
10,3,4,5,2,1,1,125000,3.5,360,135000,1,6,31
10,3,2,6,2,2,1,175000,3.75,360,175000,1,0,43
10,3,4,5,1,1,32,135000,6,240,615000,1,2,181
10,3,4,2,2,1,1,485000,2.75,360,505000,1,0,143
10,3,4,5,1,2,1,275000,3.75,360,285000,1,0,56
10,3,3,5,1,1,32,1035000,3.875,360,1485000,1,2,276
10,3,4,5,2,1,1,255000,4.949534551,360,450057.0659,1,0,77
10,3,4,5,2,1,1,365000,7.625,360,415000,1,1,183
4,3,4,5,1,1,32,35000,4.949534551,360,405000,1,2,120
10,3,2,5,2,2,1,325000,4.949534551,360,450057.0659,1,6,127
10,3,4,5,1,3,1,245000,4.75,360,245000,1,4,54
3,3,4,5,1,1,1,165000,4.949534551,360,175000,1,0,64
10,3,0,6,1,1,1,615000,4.949534551,360,450057.0659,1,2,125
10,3,4,3,1,1,32,205000,3.375,360,385000,1,2,49
10,3,4,5,2,1,1,275000,5.75,360,455000,1,2,102
10,3,4,27,2,1,1,375000,4.99,360,505000,1,1,137
10,3,0,5,1,3,32,525000,3.75,360,525000,1,2,137
10,3,4,5,1,1,2,45000,4.949534551,240,450057.0659,1,0,72
10,3,4,5,1,1,1,245000,4.949534551,360,450057.0659,1,0,63
9,3,0,7,4,1,1,55000,4.949534551,12,450057.0659,3,5,125.2476928
10,3,4,5,1,1,1,355000,7.125,360,375000,1,0,94
10,3,4,5,2,1,1,585000,4.625,360,725000,1,4,227
10,3,4,5,1,1,32,85000,4.875,180,245000,1,2,48
10,3,4,3,1,1,31,25000,4.5,180,115000,1,3,33
10,3,4,6,3,1,32,345000,4.949534551,360,450057.0659,1,4,42
10,3,2,5,2,1,1,245000,5.5,360,255000,1,0,137
10,3,4,5,1,1,4,65000,5.24,120,465000,1,4,155
10,3,2,5,1,2,1,215000,4.875,360,225000,1,0,118
10,3,0,6,2,1,1,15000,4.949534551,360,450057.0659,1,2,102
10,3,2,5,1,1,1,245000,8.125,300,355000,3,2,89
10,3,4,3,2,1,32,95000,5.5,240,185000,1,2,97
10,3,3,5,1,2,32,175000,4.949534551,360,450057.0659,1,3,114
10,3,0,6,2,1,32,215000,4.949534551,360,450057.0659,1,1,57
3,3,4,3,3,2,32,235000,4.949534551,360,385000,1,3,72
10,3,4,5,1,1,2,55000,3.99,144,275000,1,7,70
6,3,2,5,2,2,1,445000,4.949534551,360,455000,1,1,125
10,3,4,5,2,2,1,125000,4.949534551,360,450057.0659,1,2,89
10,3,4,5,1,1,1,275000,5.625,360,285000,1,1,60
10,3,0,7,4,3,1,245000,4.5,360,245000,1,5,125.2476928
10,3,4,5,1,2,1,95000,5.75,360,95000,1,3,38
10,3,4,5,1,1,1,75000,5.99,360,105000,3,1,185
10,3,4,5,2,1,1,475000,4.625,360,655000,1,0,156
10,3,4,5,1,1,1,255000,5.125,360,305000,1,6,72
3,3,4,5,3,2,32,305000,4.949534551,360,835000,1,2,30
10,3,0,6,3,2,32,105000,4.949534551,360,450057.0659,1,1,44
7,3,2,5,1,1,1,5000,4.949534551,360,185000,1,0,70
1,3,0,6,3,1,32,255000,4.949534551,360,325000,1,1,55
10,3,0,7,4,1,1,265000,6.5,360,275000,1,5,125.2476928
10,3,0,6,3,1,1,475000,4.949534551,360,450057.0659,1,1,155
10,3,3,5,1,1,1,885000,5.25,360,1105000,2,1,328
10,3,0,6,3,1,4,105000,4.5,180,225000,1,2,110
10,3,4,5,1,1,1,525000,8.375,360,695000,3,4,125.2476928
10,3,4,5,2,1,31,205000,3.25,120,555000,1,1,66
10,3,0,7,4,2,1,345000,6.25,360,355000,1,5,125.2476928
10,3,4,5,1,1,1,75000,6.375,360,85000,2,4,70
10,3,4,2,2,1,1,645000,6.5,360,855000,1,3,215
10,3,4,5,2,1,32,345000,3.25,360,505000,1,2,152
10,3,0,7,4,2,1,335000,6.375,360,335000,1,5,125.2476928
10,3,4,2,2,1,1,315000,5.75,360,535000,1,0,128
10,3,4,5,1,1,1,225000,4.949534551,360,450057.0659,1,0,56
10,3,2,5,2,2,1,335000,6.75,360,345000,1,0,124
10,3,4,5,2,1,32,1485000,4.949534551,360,450057.0659,1,3,1220
10,3,2,5,2,2,32,345000,4.949534551,360,450057.0659,1,0,104
4,3,4,5,1,1,1,395000,4.949534551,360,495000,1,1,9
10,3,4,2,1,1,1,645000,4.949534551,360,450057.0659,1,1,106
10,3,4,5,1,1,32,25000,1.89,60,255000,1,1,120
10,3,0,6,3,1,32,495000,4.949534551,360,450057.0659,1,1,120
10,3,4,5,2,1,1,285000,6.375,360,325000,1,6,74
10,3,4,5,2,1,1,325000,3.75,360,355000,1,1,120
10,3,4,5,1,1,1,255000,3.75,360,265000,1,0,51
10,3,4,5,1,1,1,235000,2.99,360,455000,1,4,96
10,3,4,5,1,1,31,55000,4.59,156,85000,1,2,35
10,3,4,5,2,1,1,405000,4.949534551,360,450057.0659,1,0,107
10,3,4,5,1,1,31,45000,3,300,195000,1,2,30
6,3,4,3,1,1,31,105000,4.949534551,360,285000,1,3,182
10,3,0,6,3,3,32,435000,4.949534551,360,450057.0659,1,7,120
10,3,4,5,1,1,1,375000,3.5,360,625000,1,1,127
1,3,4,5,2,1,1,185000,4.949534551,300,215000,3,0,88
10,3,4,5,2,4,1,235000,5.5,360,235000,1,0,77
10,3,4,2,1,1,1,625000,4.949534551,360,450057.0659,1,0,208
10,3,0,6,3,1,32,205000,4.949534551,360,450057.0659,1,3,70
3,3,4,5,3,1,31,495000,4.949534551,360,2445000,1,4,0
10,3,2,5,1,1,1,135000,4.949534551,360,450057.0659,1,0,104
10,3,4,5,2,1,1,235000,4.99,360,285000,1,3,86
3,3,0,6,3,3,32,405000,4.949534551,360,585000,1,3,75
10,3,2,3,2,1,1,15000,0,360,195000,1,0,40
4,2,2,6,1,1,1,145000,4.949534551,360,155000,1,2,35
10,3,2,5,1,1,31,255000,3.99,180,3095000,1,1,784
10,3,4,5,1,1,32,35000,4,60,165000,1,2,52
9,3,4,5,1,1,31,275000,4.949534551,360,375000,1,3,96
10,3,4,21,1,1,1,1405000,4.949534551,360,450057.0659,1,1,767
9,3,4,5,1,1,4,135000,4.949534551,180,165000,1,1,24
10,3,4,5,1,1,1,65000,5.625,360,75000,1,4,35
10,3,4,5,1,1,1,625000,4.75,360,695000,1,0,91
3,3,4,3,2,1,1,95000,4.949534551,360,105000,1,1,50
10,3,4,5,1,1,1,315000,3.25,180,395000,1,2,152
10,3,0,6,3,1,32,255000,6.99,360,395000,1,3,74
10,3,4,5,1,1,1,1085000,4.625,360,1455000,1,0,262
10,3,0,6,3,1,32,325000,4.949534551,240,450057.0659,1,3,43
9,3,4,5,1,1,32,245000,4.949534551,360,335000,2,1,122
10,3,0,7,4,4,1,195000,6.625,360,185000,1,5,125.2476928
10,3,0,7,4,2,1,395000,4,360,415000,1,5,125.2476928
10,3,0,7,4,1,1,175000,7.625,360,215000,3,5,125.2476928
10,3,4,3,1,1,1,15000,4.949534551,360,450057.0659,1,2,73
10,3,4,5,2,2,1,425000,6.25,360,435000,1,5,125.2476928
10,3,2,3,1,1,1,105000,6.625,360,145000,3,0,62
10,3,4,5,2,1,31,425000,4.25,360,515000,1,2,145
10,3,4,5,2,1,1,305000,4.949534551,360,450057.0659,1,3,212
10,3,3,5,1,1,1,515000,5.5,360,575000,1,0,139
10,3,4,5,1,1,1,135000,4.25,360,175000,3,1,236
10,3,4,5,1,1,4,55000,4.949534551,300,450057.0659,1,2,104
10,3,4,5,2,1,1,635000,6.375,360,795000,1,2,165
10,3,4,5,2,1,32,35000,4.5,120,215000,1,4,56
