denial_reason_1,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,loan_term,property_value,occupancy_type,applicant_age,income
10,2,4,5,1,3,1,515000,3.99,360,505000,1,3,94
10,3,4,5,2,2,4,575000,2.98,325.5368732,1105000,1,7,57
10,3,4,3,2,1,1,195000,4.949534551,360,450057.0659,1,0,144
10,3,4,5,1,1,4,35000,4.949534551,300,450057.0659,1,4,56
4,3,4,5,2,1,2,205000,4.949534551,180,675000,1,3,182
10,3,0,5,1,1,32,445000,4.949534551,360,450057.0659,1,2,131
10,3,0,6,3,1,1,335000,7.125,360,355000,1,0,97
10,3,4,25,1,1,31,245000,4.949534551,360,450057.0659,1,1,250
10,3,4,5,2,1,1,175000,6.125,360,245000,3,2,41
6,3,2,5,1,1,32,905000,4.949534551,360,1325000,1,2,11
10,3,0,7,4,2,1,295000,4.75,360,305000,1,5,125.2476928
10,3,0,6,3,1,31,375000,4.875,360,475000,1,2,77
3,3,4,5,3,1,32,25000,4.949534551,360,195000,1,3,18
10,3,0,6,2,1,1,325000,5.5,360,345000,1,0,80
10,3,0,6,3,1,4,195000,6,240,450057.0659,1,1,58
10,3,4,3,1,1,1,275000,4.75,360,345000,1,0,113
7,3,4,5,2,1,1,355000,4.949534551,180,655000,1,2,275
10,3,4,5,2,2,32,205000,4.949534551,360,450057.0659,1,2,62
10,3,4,5,1,1,1,505000,3.75,360,635000,2,3,440
3,3,2,5,1,2,31,335000,4.949534551,325.5368732,415000,1,1,53
10,3,4,5,1,1,1,275000,5.375,360,305000,1,2,115
10,3,0,7,4,4,1,175000,5.375,360,175000,1,5,125.2476928
10,3,2,5,2,2,1,435000,4.949534551,360,450057.0659,1,1,116
10,3,2,5,1,1,2,25000,6.5,180,505000,1,1,91
4,3,4,5,1,2,1,185000,4.949534551,360,185000,1,1,46
10,3,0,6,2,1,31,295000,4,360,365000,1,1,84
10,3,4,5,1,1,1,365000,4.949534551,360,450057.0659,1,0,70
10,3,3,5,2,1,2,85000,5.69,240,665000,1,3,197
10,3,4,3,2,1,2,25000,4.949534551,360,450057.0659,1,2,80
10,3,4,5,2,1,32,285000,4.375,360,375000,1,1,165
10,3,4,5,2,1,32,445000,7.875,360,685000,3,1,125.2476928
3,3,4,3,1,2,1,295000,4.949534551,360,305000,1,1,796
10,3,4,3,1,1,1,165000,3.875,360,225000,3,1,250
2,3,0,6,3,2,1,55000,4.949534551,360,135000,1,1,33
9,3,4,5,2,1,32,265000,4.949534551,360,450057.0659,3,4,125.2476928
10,3,4,5,2,1,1,85000,4.99,360,225000,1,3,40
10,3,2,5,1,2,32,295000,5.75,360,365000,1,5,125.2476928
10,3,4,5,1,1,2,105000,2.49,120,645000,1,1,161
10,3,0,6,3,1,1,325000,3.375,360,355000,1,0,105
10,3,4,5,2,1,31,205000,3.5,360,225000,1,0,55
10,3,4,5,1,1,1,75000,7.125,360,95000,3,0,82
10,3,0,7,4,2,1,275000,6.25,360,275000,1,5,125.2476928
10,3,4,5,1,1,32,65000,5.5,360,95000,3,1,74
10,3,4,5,1,1,1,125000,4.949534551,360,450057.0659,1,0,52
10,3,0,7,4,2,1,195000,4.25,360,195000,1,5,125.2476928
10,2,4,5,2,2,1,125000,5.625,360,125000,1,6,41
10,3,4,5,2,2,1,215000,5.75,360,225000,1,3,80
10,3,4,5,1,1,1,225000,7,360,245000,1,6,75
10,3,4,5,2,1,31,105000,0.99,60,375000,1,3,103
10,2,4,5,1,2,1,155000,6.125,360,165000,1,0,98
10,3,4,3,2,2,32,405000,5.75,360,505000,1,2,89
10,3,0,6,2,1,1,155000,6.5,360,185000,1,2,41
10,3,4,5,1,3,32,85000,3,180,185000,1,3,89
10,3,0,6,1,1,1,235000,8.875,360,315000,1,0,179
10,3,4,5,2,1,1,325000,6.5,360,515000,1,0,100
10,3,2,5,2,1,1,335000,4.949534551,360,450057.0659,1,0,130
10,3,0,6,2,2,1,345000,4.949534551,360,450057.0659,1,3,68
10,3,4,5,1,2,1,355000,3.25,360,365000,1,1,97
10,3,4,5,2,1,1,365000,3.75,360,465000,1,1,137
10,3,4,2,2,1,32,355000,4.949534551,360,450057.0659,3,2,83
10,3,4,5,2,1,31,25000,2.99,180,225000,1,2,84
10,3,4,5,2,1,4,225000,4.75,360,815000,1,2,127
10,3,4,5,2,1,1,175000,6.125,360,175000,1,0,51
10,3,2,6,2,1,1,65000,4.949534551,360,450057.0659,1,3,43
10,3,4,5,1,1,2,205000,3.25,360,305000,1,3,42
10,3,4,2,1,1,1,415000,6,360,445000,1,1,156
10,3,4,5,1,1,31,115000,3.125,360,175000,1,0,88
10,3,4,5,1,1,31,215000,4.949534551,360,450057.0659,1,1,80
10,3,0,6,1,1,32,125000,4.75,240,485000,1,1,86
10,2,4,5,1,2,1,345000,4.949534551,360,450057.0659,1,0,67
10,3,0,7,4,1,1,435000,4.375,360,555000,1,5,125.2476928
10,3,4,5,1,1,1,285000,6.875,360,335000,1,0,148
10,3,2,5,1,3,1,305000,5.75,360,295000,1,0,90
10,3,4,5,1,4,1,115000,4.949534551,360,450057.0659,1,6,96
10,3,4,5,1,1,1,175000,3.5,360,225000,1,3,63
10,3,2,5,2,1,1,15000,4.949534551,360,315000,1,3,68
10,3,4,5,1,1,1,65000,6.625,360,85000,1,6,51
10,3,3,5,2,2,1,445000,5.875,360,455000,1,0,155
10,3,4,5,2,1,4,55000,7,240,295000,1,3,58
10,3,0,6,3,3,1,435000,3.5,360,475000,1,1,70
10,3,2,6,2,1,32,305000,3.75,360,475000,1,1,48
10,3,0,6,2,1,1,395000,3.875,360,525000,1,6,251
10,3,2,5,1,1,1,205000,6.75,360,235000,1,1,47
10,3,4,3,1,2,1,275000,4,360,285000,1,2,126
10,3,4,5,2,2,1,225000,5.25,360,235000,1,0,59
10,3,0,6,3,1,31,475000,4.949534551,360,450057.0659,1,3,240
10,3,4,5,1,1,31,305000,6.25,120,1235000,1,2,159
3,3,4,5,1,1,1,115000,4.949534551,360,125000,1,2,61
10,3,0,6,3,1,1,135000,5.75,360,535000,1,2,168
10,3,4,3,1,3,1,655000,3.125,360,635000,1,2,231
10,3,3,5,2,1,32,55000,3.625,60,355000,1,7,58
10,3,4,5,1,1,32,205000,4.949534551,360,450057.0659,1,3,17
10,3,4,6,1,1,1,545000,4.25,360,565000,1,0,202
10,3,4,5,1,1,31,1085000,2.925,360,2205000,1,1,219
10,3,4,5,1,3,31,335000,3.875,360,625000,1,4,84
10,3,4,5,1,1,1,565000,4.625,360,595000,1,3,190
3,3,4,5,2,2,1,185000,4.949534551,360,185000,1,3,55
1,3,2,5,1,2,1,115000,4.949534551,360,105000,1,1,27
10,3,2,5,2,1,31,435000,5.5,360,565000,1,1,93
10,3,4,6,1,1,31,365000,3.25,360,695000,1,1,108
10,3,2,5,1,1,1,305000,4.125,360,325000,1,0,119
10,3,0,6,3,1,32,345000,5.25,360,435000,1,3,243
10,3,0,6,1,1,4,625000,3.25,360,1055000,2,1,555
10,3,4,6,2,2,1,375000,5.25,360,385000,1,1,151
10,3,4,2,1,1,1,365000,6.375,360,415000,1,1,246
10,3,4,5,1,1,1,375000,5.5,360,475000,1,0,85
10,3,2,5,1,1,1,505000,4.949534551,360,450057.0659,1,0,95
10,3,4,5,1,2,31,205000,5.495,325.5368732,435000,1,4,13
1,3,4,5,2,1,1,285000,4.949534551,372,385000,1,2,106
10,3,4,5,1,1,1,755000,6.375,360,1065000,1,1,264
10,3,4,5,1,1,1,155000,4.75,300,325000,1,4,109
10,3,4,3,1,3,1,265000,5.75,360,265000,1,2,248
10,3,4,5,1,2,1,315000,6,360,325000,1,2,185
10,3,4,5,2,2,2,55000,4.949534551,325.5368732,450057.0659,1,4,40
10,3,4,5,1,1,1,365000,5.625,360,375000,1,0,87
10,3,4,2,1,1,1,925000,2.875,360,1155000,1,1,138
6,3,0,6,1,1,31,295000,4.949534551,360,705000,1,1,0
10,2,4,5,1,1,31,165000,6.05,240,275000,1,4,61
10,3,4,5,1,2,32,215000,4.949534551,360,450057.0659,1,7,61
10,3,0,6,1,1,1,315000,7.125,360,515000,1,7,176
10,3,4,5,2,2,1,85000,5.25,360,85000,1,0,66
10,3,4,5,1,1,31,255000,4.949534551,180,450057.0659,1,1,151
10,3,0,7,4,2,1,235000,5.25,360,245000,1,5,125.2476928
10,3,0,7,4,3,1,455000,4.5,360,435000,1,5,125.2476928
10,3,0,6,3,1,4,105000,4.949534551,300,450057.0659,1,1,140
10,3,0,7,4,1,1,315000,4.75,360,335000,1,5,125.2476928
10,3,2,5,1,1,1,345000,6,360,385000,1,4,90
10,3,0,7,4,2,1,115000,6.75,360,115000,1,5,125.2476928
10,2,4,5,1,3,32,155000,4.75,360,245000,1,4,41
10,3,4,5,2,1,1,175000,4.95,360,745000,1,1,160
6,3,4,5,2,1,1,735000,4.949534551,360,1155000,3,1,65
10,3,4,5,1,1,32,255000,6,180,455000,1,3,94
10,3,0,6,3,1,1,455000,3.875,366,565000,1,0,185
10,3,4,5,2,2,1,285000,3.99,360,295000,1,0,62
10,3,4,5,2,1,1,305000,4.875,360,405000,1,0,62
10,3,4,5,1,2,31,225000,4.949534551,360,450057.0659,1,2,48
10,3,4,5,1,1,32,155000,4,360,785000,1,1,277
3,3,4,5,3,1,1,215000,4.949534551,360,45000,1,4,31
10,3,4,5,2,1,31,165000,3.875,360,255000,1,0,66
10,3,4,5,2,1,1,1025000,4.25,360,1205000,1,0,301
10,3,0,7,4,1,1,365000,4.99,360,455000,1,5,125.2476928
10,3,4,5,2,1,1,335000,4.949534551,360,450057.0659,3,2,125.2476928
10,3,4,5,1,1,1,165000,4.875,360,225000,3,0,71
10,3,0,6,3,2,1,95000,4.949534551,360,450057.0659,1,3,48
10,3,0,7,4,1,1,305000,7.25,360,405000,3,5,125.2476928
10,3,2,5,1,1,1,155000,4.949534551,180,450057.0659,3,2,170
10,3,2,5,1,2,1,455000,5.75,360,465000,1,5,125.2476928
10,3,4,5,1,1,1,315000,6.5,360,345000,1,0,140
10,3,4,5,1,1,32,195000,3.13,240,275000,1,2,75
10,2,4,5,1,1,1,145000,4.625,360,155000,1,3,78
10,3,4,5,1,1,1,225000,5.25,360,255000,1,0,105
10,3,4,5,2,1,31,85000,5.875,360,165000,1,4,36
10,3,4,5,1,1,31,305000,4.875,360,505000,1,1,143
7,3,4,5,1,1,1,105000,4.949534551,360,125000,1,2,100
10,3,4,3,2,2,1,405000,3.5,360,415000,1,3,110
10,3,2,5,2,2,1,315000,5,360,315000,1,2,99
10,3,4,5,1,4,1,145000,5.625,360,145000,1,6,49
10,3,4,5,3,1,32,325000,4.949534551,360,450057.0659,1,1,65
10,3,2,5,1,1,1,285000,3,180,355000,1,7,164
10,3,2,5,2,1,1,175000,7.125,360,215000,2,1,241
10,3,4,5,1,2,1,155000,5,360,155000,1,0,37
10,3,2,1,1,1,1,515000,3.75,360,645000,1,0,152
10,3,4,5,1,2,1,285000,6.75,360,295000,1,5,125.2476928
10,3,0,6,1,1,32,385000,4.625,360,515000,1,2,77
10,3,4,5,1,1,32,55000,6.5,180,265000,1,1,98
10,3,4,5,3,1,32,105000,4.949534551,360,450057.0659,1,5,24
1,3,2,1,1,1,32,105000,4.949534551,120,615000,1,3,58
10,3,4,5,1,2,1,275000,3.625,360,285000,1,6,80
10,3,0,5,1,1,31,345000,4.949534551,360,450057.0659,1,5,96
10,3,4,5,2,1,1,275000,5.25,360,305000,1,1,90
10,3,4,5,1,1,32,255000,4.949534551,360,450057.0659,1,0,62
10,3,4,5,2,1,1,165000,5.95,370,645000,1,2,77
10,3,3,5,1,2,1,495000,3.75,360,505000,1,0,181
10,3,4,5,1,1,1,215000,5.99,360,275000,1,3,86
10,3,4,5,1,1,1,245000,5.75,12,325000,3,2,77
4,3,4,5,1,2,1,65000,4.949534551,360,95000,1,6,23
1,3,0,6,3,4,1,205000,4.949534551,360,105000,1,0,31
10,3,4,3,2,3,1,565000,4.949534551,360,450057.0659,1,3,158
10,3,4,5,2,1,1,165000,5.375,360,165000,1,6,37
10,3,4,5,2,1,1,265000,6.625,360,335000,1,0,86
10,3,2,5,2,1,32,225000,6.875,360,385000,1,2,63
4,3,4,5,1,1,1,25000,4.949534551,180,35000,2,6,65
1,3,0,7,4,1,1,465000,4.949534551,180,450057.0659,3,5,125.2476928
10,3,4,5,1,1,1,225000,4.875,360,285000,1,6,145
10,3,0,6,1,1,31,175000,3.375,360,305000,1,1,49
1,3,4,5,1,1,4,305000,4.949534551,360,1605000,1,1,216
6,3,0,6,3,1,1,1465000,4.949534551,480,1825000,3,1,0
10,3,4,5,1,1,1,425000,3.875,360,825000,1,2,77
10,3,2,5,2,1,31,195000,4.949534551,360,450057.0659,1,2,42
10,3,4,5,2,2,1,235000,4.99,360,235000,1,2,98
10,3,0,6,3,3,32,195000,4.949534551,360,450057.0659,1,4,72
10,3,4,5,1,1,32,145000,4.949534551,360,450057.0659,3,3,65
10,3,4,5,2,4,1,205000,4.949534551,360,450057.0659,1,1,83
10,3,4,5,1,1,1,665000,4.949534551,360,450057.0659,2,3,400
10,2,4,5,1,1,1,165000,4.99,300,165000,1,6,60
10,3,4,3,2,1,1,325000,6.375,360,335000,1,3,78
10,3,4,5,2,2,1,315000,3,360,325000,1,1,119
3,3,4,5,2,2,31,365000,4.949534551,360,405000,1,3,159
10,3,4,5,2,1,1,355000,4.625,360,435000,3,1,97
10,3,0,6,2,1,1,315000,4.25,360,325000,1,1,87
10,3,4,5,2,1,1,405000,5.125,360,455000,1,1,188
10,3,0,7,4,1,1,415000,3.99,360,435000,1,5,125.2476928
9,3,4,5,1,1,1,355000,4.949534551,360,375000,1,0,96
10,3,2,5,2,1,32,205000,5.69,360,245000,1,0,82
10,3,4,5,1,1,32,225000,4.949534551,360,450057.0659,1,0,57
10,3,0,5,1,2,1,195000,3.99,360,205000,1,2,46
10,3,4,2,1,1,32,565000,4.949534551,360,450057.0659,1,4,141
10,3,4,3,2,1,32,165000,6.5,360,265000,3,2,84
10,3,4,5,1,1,1,65000,4.949534551,360,450057.0659,1,4,22
3,3,0,6,3,2,32,205000,4.949534551,360,345000,1,2,126
10,3,0,6,3,1,31,85000,4.949534551,180,450057.0659,1,3,125.2476928
10,3,4,5,1,1,1,515000,3.95,252,635000,3,1,145
10,3,2,1,1,2,1,275000,4.949534551,360,450057.0659,1,6,82
10,3,4,5,2,2,1,455000,2.99,360,465000,1,0,115
10,3,0,6,3,1,1,185000,5.75,360,215000,2,1,107
10,3,4,5,1,1,1,355000,3.875,360,385000,1,3,66
10,3,0,6,3,1,1,275000,3.25,360,475000,1,3,57
3,3,4,3,2,1,32,275000,4.949534551,360,345000,1,1,77
10,3,4,5,1,1,2,35000,4.25,1,305000,1,2,85
10,3,4,5,1,2,4,45000,7.51,325.5368732,665000,1,4,20
10,3,4,3,2,2,1,305000,5.25,360,315000,1,1,97
10,3,0,6,1,1,32,275000,4.949534551,180,450057.0659,1,3,95
10,3,0,7,4,2,1,225000,7.375,360,225000,1,5,125.2476928
10,3,2,5,1,2,1,435000,6.75,360,445000,1,7,227
3,3,0,6,3,2,32,155000,4.949534551,360,255000,1,0,125.2476928
10,3,4,5,1,1,32,315000,4,360,455000,1,2,102
10,3,4,5,1,1,31,125000,2.5,120,535000,2,3,69
10,3,2,5,2,1,1,165000,5.625,360,205000,1,6,38
10,3,4,5,1,1,2,35000,4.75,180,205000,1,2,86
10,3,0,6,1,3,1,375000,4.875,360,415000,1,1,82
10,3,4,3,2,1,1,425000,4.949534551,325.5368732,450057.0659,1,1,88
9,3,0,6,2,2,31,165000,4.949534551,325.5368732,285000,1,7,16
10,3,4,5,1,3,32,245000,2.5,360,275000,1,3,60
10,3,0,7,4,4,1,135000,7.5,360,135000,1,5,125.2476928
10,3,2,5,2,1,1,215000,3.75,360,225000,1,1,123
10,3,2,5,1,2,1,165000,4.75,360,165000,1,6,57
10,3,4,3,1,1,32,95000,4.949534551,360,450057.0659,3,1,230
10,3,4,5,1,1,32,125000,3.75,360,265000,1,4,61
10,2,4,5,1,2,1,145000,5.375,360,145000,1,0,52
10,3,4,5,2,1,2,105000,5.5,300,1705000,1,3,275
10,3,0,6,3,1,1,645000,4.125,360,675000,1,2,169
10,3,2,5,1,3,1,145000,5.5,360,225000,1,7,60
10,3,4,5,1,2,1,65000,3.625,360,165000,1,5,125.2476928
10,3,4,5,1,1,32,125000,8.625,360,495000,1,0,89
10,3,4,5,1,1,1,165000,3.89,120,405000,1,2,93
10,3,4,5,2,1,31,545000,3,360,735000,1,1,199
4,3,4,5,2,1,32,205000,4.949534551,240,625000,1,2,217
3,3,4,6,1,1,32,175000,4.949534551,360,305000,1,2,59
10,3,4,5,1,1,32,305000,4.5,360,385000,1,1,53
10,3,0,6,1,3,32,315000,4.75,360,405000,1,3,95
10,3,4,5,1,1,31,105000,6,62,125000,1,3,95
10,3,4,5,1,1,32,605000,4.75,360,755000,1,2,160
10,2,4,5,1,1,1,195000,6.625,360,205000,1,0,62
10,3,2,5,1,1,1,295000,6.375,360,305000,1,6,87
10,3,4,5,1,1,1,495000,5.875,360,555000,1,0,118
10,3,4,6,1,1,1,195000,4,360,205000,1,3,62
10,3,4,5,2,1,1,275000,4.949534551,360,450057.0659,1,1,125
10,3,4,5,2,1,31,125000,4.949534551,360,450057.0659,1,3,101
10,3,0,6,2,1,1,155000,4.49,360,255000,1,3,51
10,3,4,5,1,2,32,255000,3.75,360,355000,1,5,125.2476928
10,3,4,2,1,1,1,585000,4.949534551,360,450057.0659,1,0,177
10,3,4,5,2,1,32,145000,4.949534551,360,450057.0659,1,3,90
10,3,0,6,1,1,1,265000,4.949534551,360,450057.0659,1,1,78
10,3,4,3,1,2,1,125000,3.625,360,125000,1,2,29
10,3,2,5,1,1,1,15000,4.949534551,360,450057.0659,1,6,57
10,3,0,5,1,3,1,335000,3,360,345000,1,4,69
10,3,4,5,1,1,2,25000,4.949534551,300,450057.0659,3,2,21
10,3,4,5,1,1,32,375000,4.949534551,180,450057.0659,3,2,925
10,3,4,2,1,1,2,65000,2.99,60,335000,1,1,153
10,3,4,5,1,1,31,35000,4.5,240,505000,1,2,115
10,3,4,3,1,2,1,75000,4.949534551,360,450057.0659,1,1,60
10,3,2,6,3,1,32,135000,4.949534551,360,450057.0659,1,5,13
10,3,4,5,1,1,1,365000,4.99,360,405000,1,3,138
10,3,2,5,1,1,1,285000,4.5,360,295000,1,2,73
10,3,4,5,1,1,31,205000,4.949534551,360,450057.0659,3,1,650
10,3,4,5,2,2,1,275000,5.625,360,275000,1,0,70
10,3,4,5,1,1,2,225000,6.75,12,285000,3,1,1535
6,3,2,5,2,2,1,105000,4.949534551,360,105000,1,0,18
10,3,4,2,1,1,1,285000,5.375,180,355000,1,0,124
10,3,4,5,2,1,32,135000,3.25,180,395000,1,3,82
1,3,2,1,1,2,32,165000,4.949534551,360,235000,1,2,31
10,3,4,3,1,1,31,765000,4.949534551,360,450057.0659,1,2,0
10,3,4,2,1,1,1,195000,6.625,360,265000,1,1,273
10,3,4,5,2,1,32,105000,6.75,360,165000,1,3,53
3,3,4,5,1,2,1,315000,4.949534551,360,325000,1,0,84
10,3,4,3,2,1,1,525000,5.499,360,555000,1,2,125.2476928
10,3,0,7,4,1,1,325000,4.99,360,335000,1,5,125.2476928
7,3,4,6,2,2,1,125000,4.949534551,360,125000,1,2,107
2,3,0,6,2,2,1,425000,4.949534551,360,435000,1,1,270
10,3,4,5,2,1,1,205000,4.125,360,215000,1,6,45
10,3,4,5,1,1,32,205000,4.949534551,360,450057.0659,1,4,81
10,3,4,5,1,2,32,255000,4.949534551,360,450057.0659,1,1,180
10,3,4,5,2,1,32,275000,4.5,180,355000,1,1,145
3,3,4,5,3,1,32,295000,4.949534551,360,445000,1,2,156
10,3,4,5,2,1,2,75000,7.045,120,345000,1,1,127
10,3,4,3,2,1,1,555000,4.949534551,360,450057.0659,1,2,142
10,3,4,5,2,1,1,345000,6.99,360,545000,1,0,108
10,3,4,5,1,1,1,415000,4.949534551,360,450057.0659,1,0,220
10,3,2,5,1,1,31,485000,2.875,360,715000,1,1,132
10,3,0,3,2,2,1,365000,4.949534551,360,450057.0659,1,0,78
10,3,4,5,1,1,32,405000,4.949534551,360,450057.0659,1,1,144
10,3,4,5,2,1,4,35000,4.88,180,95000,1,4,10
10,2,4,5,1,3,1,165000,5.75,360,155000,1,0,50
10,3,0,6,3,1,1,265000,4.375,180,325000,1,1,96
10,3,4,2,1,1,1,485000,7.125,360,545000,1,1,135
10,3,4,5,1,1,32,225000,3.875,120,665000,1,1,139
10,3,4,5,1,2,1,255000,5.25,360,265000,1,5,125.2476928
10,3,4,5,1,1,31,255000,2.625,240,805000,1,2,112
3,3,4,3,3,2,31,275000,4.949534551,360,335000,1,3,85
10,3,0,6,3,1,2,95000,3.98,300,2295000,1,3,340
10,3,4,5,2,4,1,165000,6.625,360,165000,1,0,61
10,3,4,5,2,1,32,265000,7.499,360,335000,1,3,70
10,3,0,6,1,1,32,255000,4.949534551,360,450057.0659,1,0,60
10,3,4,5,1,1,1,65000,5.13,60,95000,3,1,146
10,3,0,6,3,1,32,405000,5.125,360,535000,3,2,0
10,3,4,5,1,1,1,165000,5.375,360,175000,1,1,45
10,3,4,5,2,1,1,165000,4.125,360,195000,1,3,121
10,3,4,3,1,2,1,455000,5.25,360,455000,1,2,103
10,3,4,5,1,1,1,275000,4.949534551,360,450057.0659,1,0,120
10,3,0,6,2,1,32,485000,4.949534551,360,450057.0659,1,3,235
10,3,4,5,2,1,1,385000,4.949534551,360,450057.0659,1,2,103
10,3,2,5,1,1,31,135000,2.625,180,205000,1,0,42
10,3,4,5,1,1,1,385000,4,360,505000,1,3,69
10,3,0,6,3,1,1,435000,4.625,360,485000,1,1,126
10,3,4,5,1,2,1,345000,5.75,360,355000,1,0,123
10,3,4,5,2,1,31,355000,5.625,360,375000,1,0,124
10,3,4,5,2,1,1,225000,5.375,360,255000,1,0,160
10,3,4,5,1,1,2,95000,3.98,180,545000,1,1,131
6,3,4,5,1,1,1,315000,4.949534551,360,505000,1,1,244
3,3,0,6,3,3,32,125000,4.949534551,360,205000,1,3,40
10,3,2,5,2,2,1,285000,4.949534551,360,450057.0659,1,2,88
10,3,4,5,1,1,1,255000,6.25,360,315000,1,6,48
10,3,2,6,3,1,32,155000,4.949534551,120,450057.0659,1,7,48
10,3,2,5,2,2,1,325000,6.75,360,335000,1,5,125.2476928
10,3,4,5,1,1,4,105000,5.05,180,505000,1,0,84
10,3,0,5,3,1,31,205000,4.949534551,360,450057.0659,3,7,24
10,3,4,5,3,2,32,155000,4.949534551,360,450057.0659,1,2,30
10,3,4,5,1,1,31,135000,4,360,145000,1,1,85
10,3,4,5,1,1,1,315000,4.25,360,385000,1,7,82
10,3,4,5,2,1,1,225000,7.125,360,245000,1,3,66
10,3,4,5,2,1,32,195000,6.125,360,275000,1,1,58
10,3,4,3,1,3,1,575000,3.875,360,565000,1,0,183
10,3,4,5,1,1,1,725000,4.949534551,360,450057.0659,1,1,170
10,3,4,5,1,1,1,225000,4.949534551,360,450057.0659,1,3,54
1,3,4,5,1,1,32,255000,4.949534551,360,335000,1,2,37
3,3,4,5,1,1,1,565000,4.949534551,372,715000,1,3,300
3,3,4,5,2,1,1,45000,4.949534551,360,45000,1,1,25
10,3,4,5,1,2,1,165000,4.949534551,360,450057.0659,1,0,87
10,3,4,5,2,1,1,505000,3.625,360,535000,1,0,193
10,3,4,3,2,2,32,375000,6.32,325.5368732,855000,1,4,32
10,2,4,3,1,2,1,235000,4.75,360,235000,1,1,77
10,3,4,6,1,1,1,275000,5.875,360,295000,1,1,73
1,2,4,5,2,1,1,45000,4.949534551,144,45000,1,0,43
10,3,4,5,1,2,1,95000,5.49,360,95000,1,6,38
10,3,4,5,2,1,1,465000,4.99,360,625000,1,1,152
10,3,2,5,1,2,1,305000,3.375,360,405000,1,1,125
10,3,4,5,1,1,2,545000,4.25,360,815000,1,2,155
1,3,4,5,2,1,1,645000,4.949534551,180,1205000,1,2,-1807
10,3,4,5,1,1,1,175000,4.949534551,360,450057.0659,1,0,50
10,3,0,6,3,1,32,385000,4.949534551,360,450057.0659,1,7,60
10,3,3,2,2,1,1,195000,6.99,360,235000,1,1,44
10,3,4,5,2,1,1,245000,6.625,240,635000,3,2,167
10,3,4,5,1,3,32,445000,2.875,360,495000,1,0,115
10,3,4,5,2,1,32,535000,3.75,360,755000,1,2,179
10,3,4,5,2,1,1,315000,5.375,360,335000,1,1,229
10,3,0,7,4,1,1,455000,4.875,360,875000,1,5,125.2476928
10,3,2,5,1,2,1,435000,4.875,360,435000,1,0,109
10,3,4,5,2,2,31,185000,2.535,325.5368732,335000,1,4,36
10,3,0,6,3,1,32,325000,5.375,360,465000,1,0,132
10,3,4,5,1,1,1,65000,7.999,360,115000,1,2,19
10,3,4,5,2,1,1,155000,4.949534551,360,450057.0659,1,0,90
10,3,4,5,2,1,1,275000,3.25,360,285000,1,0,60
1,3,4,5,1,1,1,175000,4.949534551,360,205000,1,6,125.2476928
4,2,4,4,1,1,1,45000,4.949534551,120,55000,1,3,44
10,3,2,5,1,2,1,185000,5,360,195000,1,0,51
10,3,4,5,1,1,1,405000,5.375,360,475000,1,0,100
10,3,0,6,3,1,32,295000,4.949534551,180,450057.0659,1,3,102
10,3,0,6,3,1,32,125000,4.125,240,175000,3,1,114
10,3,4,5,1,1,1,275000,5,360,285000,1,0,137
10,3,0,7,4,2,1,285000,7.25,360,285000,1,5,125.2476928
10,3,4,5,1,1,1,455000,5.5,360,775000,1,1,89
10,3,0,6,3,1,32,225000,4.949534551,360,450057.0659,1,2,60
10,3,4,5,2,1,1,155000,6.125,360,265000,1,3,53
3,3,0,6,3,1,32,225000,4.949534551,325.5368732,295000,2,2,195
10,3,4,5,1,1,1,435000,3.875,360,515000,1,2,88
10,3,4,5,1,1,1,95000,4.99,180,125000,1,3,30
10,3,2,5,1,2,1,315000,4.625,360,325000,1,0,60
10,3,4,5,2,1,32,155000,4,360,225000,1,2,62
3,3,4,5,1,1,32,65000,4.949534551,240,225000,1,4,68
10,0,0,7,4,1,1,5005000,5.24,120,11845000,3,5,125.2476928
10,3,4,2,1,1,1,1385000,4.25,360,1845000,1,3,479
10,3,4,2,1,1,1,285000,4.949534551,360,450057.0659,1,2,120
3,3,0,6,3,1,32,65000,4.949534551,360,95000,1,3,52
4,3,0,6,1,2,1,265000,4.949534551,360,325000,1,0,104
10,3,4,5,1,2,1,85000,5.625,360,85000,1,1,44
10,3,4,3,1,2,1,205000,5,360,235000,1,1,62
3,3,4,5,1,1,32,125000,4.949534551,180,155000,1,0,66
10,3,4,3,1,3,1,435000,4.949534551,360,450057.0659,1,1,155
10,3,4,5,1,3,32,225000,3.25,360,365000,1,2,76
10,3,4,5,1,1,1,105000,5.875,360,135000,3,0,154
3,3,2,5,2,1,1,195000,4.949534551,360,225000,1,2,35
10,3,4,5,1,3,1,255000,4.75,360,255000,1,0,107
10,3,4,5,1,1,32,995000,3.75,360,1405000,1,1,618
10,3,2,5,1,1,1,395000,5.5,360,465000,1,1,106
1,3,4,5,1,1,2,105000,4.949534551,180,450057.0659,1,0,41
10,3,4,5,1,1,31,245000,2.75,180,555000,1,2,115
10,3,4,5,1,1,2,65000,5.99,240,345000,1,2,62
6,3,4,5,1,1,31,265000,4.949534551,360,875000,1,7,265
10,3,0,7,4,1,1,205000,4.75,180,255000,3,5,125.2476928
10,3,2,5,1,2,32,505000,4.949534551,360,450057.0659,1,2,208
10,3,0,7,4,2,1,155000,6.75,360,155000,1,5,125.2476928
10,3,4,6,3,1,31,215000,4.949534551,360,450057.0659,1,1,38
