,total_loan_costs,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,total_loan_costs,loan_term,property_value,occupancy_type,applicant_age,income,denial_reason_1
75030,15398.98,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,625000,3.25,15398.98,378,915000,1,65-74,197,10
75031,5194,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,425000,2.75,5194,360,545000,1,25-34,143,10
75032,12006.1,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,455000,2.25,12006.1,198,1385000,1,55-64,734,10
75033,5182.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,365000,4.125,5182.29,360,455000,1,35-44,156,10
75034,4881.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,355000,2.75,4881.1,180,405000,1,35-44,258,10
75035,3824.48,Single Family (1-4 Units):Site-Built,Hispanic or Latino,3,2,1,1,245000,3.25,3824.48,360,245000,1,25-34,82,10
75036,10051.21,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,325000,3.25,10051.21,372,415000,1,35-44,90,10
75037,12738.63,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,505000,3.25,12738.63,372,885000,2,65-74,178,10
75038,2237.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,2,85000,5.375,2237.8,183,225000,1,25-34,67,10
75039,5336.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,725000,2.625,5336.1,360,2025000,2,55-64,745,10
75040,5848.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,485000,2.625,5848.6,360,695000,1,45-54,236,10
75041,2638.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,31,205000,2.75,2638.6,360,255000,1,45-54,138,10
75042,11820.72,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,485000,3.375,11820.72,372,675000,1,55-64,113,10
75043,2861.8,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,215000,3.875,2861.8,360,215000,1,25-34,39,10
75044,3103.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,125000,2.5,3103.1,180,155000,3,45-54,218,10
75045,12541.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,515000,3.375,12541.05,372,645000,1,55-64,240,10
75046,2605.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,55000,3.25,2605.1,180,65000,1,55-64,49,10
75047,6642.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,455000,2.5,6642.65,360,1175000,1,65-74,213,10
75048,4032.11,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,5.75,4032.11,360,245000,1,35-44,57,10
75049,3096.67,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,2,125000,2.5,3096.67,180,405000,1,55-64,184,10
75050,14956.32,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,755000,3.5,14956.32,378,1265000,2,35-44,286,10
75051,4315.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,255000,2.75,4315.3,180,325000,1,65-74,183,10
75052,4250,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,225000,4.25,4250,360,375000,1,35-44,154,10
75053,4067.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,155000,3.875,4067.8,360,155000,1,<25,93,10
75054,4363.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,205000,5.625,4363.25,360,235000,1,25-34,45,10
75055,11525.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,485000,3.375,11525.4,372,605000,1,35-44,176,10
75056,13840.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,585000,3.375,13840.1,372,735000,1,25-34,220,10
75057,6029.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,615000,2.625,6029.2,180,1815000,1,55-64,559,10
75059,6077.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,2,405000,2.5,6077.55,180,1605000,1,55-64,193,10
75060,2126.02,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,125000,2.75,2126.02,180,235000,1,45-54,49,10
75061,4182.82,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,5.625,4182.82,360,235000,1,45-54,56,10
75062,3896.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,31,255000,2.875,3896.55,360,655000,1,55-64,69,10
75063,2292.83,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,55000,2.375,2292.83,120,185000,1,65-74,47,10
75064,3273.6,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,2,205000,2.625,3273.6,180,345000,1,35-44,159,10
75065,14480.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,575000,3.5,14480.5,372,1015000,2,55-64,855,10
75066,24941.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1935000,2.75,24941.09,384,2425000,1,25-34,858,10
75067,3456.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,165000,5.625,3456.1,360,255000,1,35-44,62,10
75069,7970.46,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,725000,3.375,7970.46,360,905000,1,65-74,530,10
75070,4900.89,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,275000,4,4900.89,360,275000,1,35-44,80,10
75071,3008.19,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,165000,2.75,3008.19,180,325000,1,45-54,113,10
75072,5156.95,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,275000,4,5156.95,360,275000,1,35-44,88,10
75073,10392.46,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,1245000,3.5,10392.46,360,1555000,1,35-44,1326,10
75074,2405.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,105000,3,2405.25,120,265000,1,35-44,48,10
75075,5383.23,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,355000,3.25,5383.23,360,445000,1,45-54,169,10
75076,4356.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,255000,2.75,4356.35,180,405000,1,55-64,172,10
75077,3281.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,175000,3,3281.8,360,215000,1,35-44,85,10
75078,4826.64,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,275000,3.875,4826.64,360,275000,1,<25,92,10
75079,4840.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,415000,2.875,4840.35,180,525000,1,45-54,214,10
75080,3515.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,165000,2.875,3515.29,180,375000,1,55-64,125,10
75081,3696.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,235000,2.75,3696.73,180,495000,1,45-54,233,10
75082,4984.43,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,315000,5.625,4984.43,360,355000,1,25-34,237,10
75083,5608.34,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,435000,3.75,5608.34,360,435000,1,25-34,164,10
75084,3500.23,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,195000,4,3500.23,360,195000,1,55-64,61,10
75085,3572.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,155000,3.875,3572.8,360,155000,1,25-34,59,10
75086,3267.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,185000,2.75,3267.1,180,325000,1,45-54,189,10
75088,3619.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,185000,3.75,3619.6,360,195000,1,25-34,39,10
75089,4552.81,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,275000,5.625,4552.81,360,305000,1,25-34,93,10
75090,8431.8,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,965000,3.375,8431.8,360,1205000,1,25-34,225,10
75091,1997.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,65000,3,1997.8,360,125000,1,65-74,43,10
75092,3182.92,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,145000,3,3182.92,180,195000,2,55-64,216,10
75093,5326.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,295000,5.625,5326.85,360,335000,1,35-44,71,10
75094,4661.3,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,285000,5.75,4661.3,360,315000,1,35-44,93,10
75097,2853.45,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,105000,4,2853.45,360,105000,1,25-34,37,10
75099,4857.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,215000,3.25,4857.35,180,245000,1,55-64,234,10
75107,8250.51,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,845000,3.125,8250.51,180,1055000,2,45-54,507,10
75132,6952.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,805000,3.25,6952.7,360,1255000,1,65-74,236,10
75152,12343.53,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,625000,2.625,12343.53,378,1345000,1,65-74,220,10
75153,11117.26,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,1,245000,4,11117.26,360,245000,1,25-34,138,10
75154,13449.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,545000,3.25,13449.05,378,965000,1,45-54,240,10
75155,26389.91,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,2005000,3.375,26389.91,378,2505000,2,55-64,532,10
75156,13978.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,1,1,1,565000,3.25,13978.1,372,705000,1,25-34,154,10
75157,4127.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,295000,3.375,4127.1,360,305000,1,25-34,62,10
75158,4221.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,135000,2.25,4221.1,180,605000,1,65-74,125,10
75159,18193.44,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,1175000,3.375,18193.44,378,1735000,1,45-54,267,10
75160,2404.53,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,45000,3.25,2404.53,360,45000,1,25-34,36,10
75161,3204.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1,2,1,1,115000,3.875,3204.8,360,115000,1,55-64,77,10
75162,6825.4,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,195000,3.25,6825.4,372,245000,1,25-34,71,10
75163,6144.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,205000,3.125,6144.85,360,405000,1,25-34,79,10
75164,16071.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1275000,3.5,16071.5,378,1595000,1,35-44,282,10
75165,10119.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,2245000,2.75,10119.95,180,3405000,1,45-54,1210,10
75166,17326.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1105000,3.375,17326.4,378,3305000,1,45-54,310,10
75168,14389.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,905000,3.375,14389.6,378,1185000,1,35-44,303,10
75169,10077.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,325000,3.25,10077.4,372,745000,3,65-74,259,10
75170,14766.91,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2,1,1,1,855000,2.75,14766.91,378,1125000,1,55-64,408,10
75171,5794.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,565000,3.5,5794.45,360,645000,1,25-34,179,10
75172,16918.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1125000,3.375,16918.35,378,1555000,1,35-44,348,10
75173,7633.22,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,245000,2.25,7633.22,192,485000,1,55-64,201,10
75174,6110.81,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,395000,4.25,6110.81,360,425000,1,35-44,219,10
75175,16282.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1055000,2.625,16282.78,378,1695000,1,45-54,301,10
75176,14740.02,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,895000,3.5,14740.02,378,1265000,1,35-44,252,10
75177,2018.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,195000,2.5,2018.8,180,275000,1,45-54,93,10
75178,3705.67,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,245000,2.5,3705.67,180,315000,1,25-34,118,10
75179,5522.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,425000,3.125,5522.05,360,705000,1,55-64,144,10
75180,11914.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,425000,3.625,11914.2,372,495000,1,25-34,144,10
75181,3309,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,165000,5.625,3309,360,185000,1,45-54,46,10
75182,13560.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,825000,3.5,13560.75,378,1025000,1,55-64,241,10
75183,4888.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,305000,3.625,4888.55,360,315000,1,35-44,57,10
75184,12254.04,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,445000,3.375,12254.04,372,565000,1,45-54,141,10
75185,5828.4,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,31,865000,2.75,5828.4,360,1455000,1,45-54,335,10
75186,6204.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,505000,2.5,6204.28,180,1505000,1,55-64,181,10
75187,4078,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,165000,4,4078,360,165000,1,<25,37,10
75188,8085.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,605000,2.5,8085.15,180,755000,2,45-54,3023,10
75189,7620.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,245000,3.5,7620.09,372,475000,1,55-64,211,10
75190,5565.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,455000,2.875,5565.45,360,605000,1,45-54,161,10
75191,3045.47,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,2.75,3045.47,180,785000,1,55-64,215,10
75192,13123.98,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,525000,3.625,13123.98,372,795000,1,35-44,222,10
75193,2876.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,105000,3.125,2876.87,360,155000,1,>74,59,10
75194,3010.19,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,115000,4,3010.19,360,115000,1,25-34,26,10
75195,4039.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,295000,3.75,4039.65,360,295000,1,25-34,65,10
75196,2870.93,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,85000,4,2870.93,360,85000,1,25-34,60,10
75197,4427.5,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,3.875,4427.5,360,245000,1,25-34,45,10
75198,4755.69,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,285000,3,4755.69,360,375000,1,35-44,85,10
75199,3289.42,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,145000,3,3289.42,180,245000,1,25-34,62,10
75200,1543.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,2,35000,3.375,1543.75,180,255000,1,65-74,55,10
75201,3359.44,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,105000,3.625,3359.44,360,305000,1,25-34,36,10
75202,4763.7,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,3.875,4763.7,360,245000,1,25-34,71,10
75203,3028.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,175000,4,3028.1,360,175000,1,25-34,59,10
75204,3819.6,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,4,195000,3,3819.6,360,265000,1,65-74,105,10
75205,2815.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,2,75000,2.75,2815.55,180,175000,1,55-64,49,10
75207,2681.64,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,185000,3,2681.64,180,315000,1,45-54,72,10
75208,3337.82,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,205000,2.75,3337.82,180,345000,1,25-34,76,10
75209,3382.05,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,165000,5.625,3382.05,360,185000,1,35-44,66,10
75210,19759.32,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1375000,2.875,19759.32,378,1905000,1,55-64,385,10
75211,14558.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,845000,3.625,14558.55,378,1055000,2,35-44,465,10
75212,3792.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,5.75,3792.1,360,235000,1,25-34,49,10
75213,2473.37,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,165000,2.75,2473.37,180,345000,1,55-64,171,10
75214,2608.09,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,85000,4,2608.09,360,85000,1,25-34,43,10
75215,12234.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,405000,3.625,12234.87,372,515000,2,45-54,184,10
75216,4522.65,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,235000,4,4522.65,360,235000,1,45-54,110,10
75217,5428.16,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,285000,5.625,5428.16,360,315000,1,35-44,59,10
75218,3666.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,1,185000,4,3666.78,360,185000,1,25-34,52,10
75219,3940.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,155000,3.875,3940.25,360,155000,1,<25,47,10
75220,1904,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,2,55000,2.625,1904,120,275000,1,55-64,143,10
75221,5363.08,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,325000,3.75,5363.08,360,335000,1,35-44,65,10
75222,6544.56,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,545000,3.125,6544.56,360,685000,2,45-54,414,10
75223,3952.61,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,5.625,3952.61,360,275000,1,35-44,57,10
75224,7376.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,805000,3.125,7376.55,180,1105000,3,55-64,707,10
75225,5076.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,235000,3.875,5076.1,360,235000,1,25-34,81,10
75226,2774.82,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,85000,3,2774.82,180,185000,1,45-54,77,10
75227,3107.13,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,165000,3.875,3107.13,360,355000,1,45-54,134,10
75228,3337.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,205000,3.875,3337.8,360,205000,1,35-44,84,10
75230,3645.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,265000,2.875,3645.25,120,485000,1,65-74,158,10
75231,5295.24,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,355000,3.875,5295.24,360,355000,1,25-34,152,10
75232,2181.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,115000,3.125,2181.55,360,165000,1,>74,26,10
75233,2767.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,85000,3.625,2767.78,360,135000,1,65-74,20,10
75234,4031.54,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,215000,4,4031.54,360,215000,1,55-64,62,10
75235,12694.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,455000,5,12694.45,360,715000,1,45-54,155,10
75236,6533.67,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,1,1,1,565000,3.125,6533.67,360,705000,1,35-44,1339,10
75237,2757.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,2,105000,2.875,2757.1,120,295000,1,65-74,120,10
75238,16231.67,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,2005000,3.125,16231.67,180,3375000,1,45-54,1075,10
75239,4055.83,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,145000,5.625,4055.83,360,165000,1,55-64,37,10
75240,2707.63,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,95000,4.125,2707.63,360,95000,1,35-44,19,10
75241,10063.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,1205000,3.875,10063.65,360,1505000,1,35-44,287,10
75242,3817.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,215000,3.125,3817.4,360,285000,1,45-54,55,10
75244,3852.09,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,165000,3.875,3852.09,360,175000,1,35-44,42,10
75245,4322.45,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,195000,4.25,4322.45,360,195000,1,65-74,48,10
75340,5680.55,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,305000,5.75,5680.55,360,345000,1,25-34,74,10
75341,13693.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,565000,2.625,13693.5,192,715000,1,65-74,189,10
75342,21526.61,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,2275000,3.375,21526.61,360,3245000,1,>74,1254,10
75343,8725.12,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,925000,3.625,8725.12,360,925000,1,35-44,333,10
75344,3376.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,31,235000,2.375,3376.64,180,865000,1,>74,127,10
75345,24133.6,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,2495000,2.5,24133.6,366,3345000,1,45-54,736,10
75346,26647.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,1655000,3.375,26647.1,378,2245000,1,45-54,1229,10
75347,12007.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,475000,3.5,12007.15,372,555000,1,35-44,254,10
75348,2934.05,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,125000,4,2934.05,360,125000,1,25-34,31,10
